Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
130314,90080785,690007,Recharge,$ 18.08,,,
130314,90080785,699999,Facilities & Admin C,$ 17.90,,,
130314,90080786,610000,Salaries & Wages,"$ 1,226.88",,,
130314,90080786,620000,Fringe Benefits,$ 284.03,,,
130314,90080786,630000,Supplies & Materials,$ 9.24,,,
130314,90080786,637000,Repairs & Maintenanc,$ 0.23,,,
130314,90080786,640102,Leased Facilities Ex,$ 4.39,,,
130314,90080786,640300,Contractual Services,$ 843.54,,,
130314,90080786,641400,Telecommunications,$ 3.05,,,
130314,90080786,642500,Other Expenses,$ 0.90,,,
130314,90080786,643000,Other Expenses Exclu,$ (0.00),,,
130314,90080786,652000,Travel Domestic,"$ 2,679.99",,,
130314,90080786,652100,Travel Foreign,$ 84.92,,,
130314,90080786,690007,Recharge,$ 513.72,,,
130314,90080786,699999,Facilities & Admin C,$ 508.18,,,
130317,90080772,610000,Salaries & Wages,"$ 1,739.18",,,
130317,90080772,612000,Administrative Salar,$ 584.16,,,
130317,90080772,620000,Fringe Benefits,$ 713.30,,,
130317,90080772,630000,Supplies & Materials,$ 11.63,,,
130317,90080772,642500,Other Expenses,"$ 3,676.31",,,
130317,90080772,652000,Travel Domestic,$ 23.10,,,
130317,90080772,652100,Travel Foreign,$ 202.04,,,
130317,90080772,690007,Recharge,$ 694.98,,,
130317,90080772,699999,Facilities & Admin C,"$ 1,299.60",,,
130317,90080773,610000,Salaries & Wages,$ (173.81),,,
130317,90080773,630000,Supplies & Materials,$ 549.09,,,
130317,90080773,640300,Contractual Services,$ (34.35),,,
130317,90080773,641400,Telecommunications,$ (6.52),,,
130317,90080773,642500,Other Expenses,$ (6.49),,,
130317,90080773,652100,Travel Foreign,$ (28.18),,,
130317,90080773,690007,Recharge,$ 29.98,,,
130317,90080773,699999,Facilities & Admin C,$ 56.05,,,
130317,90081573,610000,Salaries & Wages,"$ 2,981.12",,,
130317,90081573,620000,Fringe Benefits,"$ 1,465.87",,,
130317,90081573,630000,Supplies & Materials,$ 42.35,,,
130317,90081573,637000,Repairs & Maintenanc,$ 1.77,,,
130317,90081573,640102,Leased Facilities Ex,$ 307.80,,,
130317,90081573,640300,Contractual Services,$ 94.96,,,
130317,90081573,641400,Telecommunications,$ 20.96,,,
130317,90081573,642500,Other Expenses,$ 13.63,,,
130317,90081573,643000,Other Expenses Exclu,$ (220.09),,,
130317,90081573,652000,Travel Domestic,$ 94.62,,,
130317,90081573,652100,Travel Foreign,$ 519.58,,,
130317,90081573,690007,Recharge,$ 532.26,,,
130317,90081573,699999,Facilities & Admin C,$ 980.41,,,
130317,90081574,610000,Salaries & Wages,"$ 2,652.31",,,
130317,90081574,620000,Fringe Benefits,"$ 1,385.08",,,
130317,90081574,630000,Supplies & Materials,$ 31.83,,,
130317,90081574,637000,Repairs & Maintenanc,$ 1.55,,,
130317,90081574,640102,Leased Facilities Ex,$ 283.18,,,
130317,90081574,640300,Contractual Services,$ 35.09,,,
130317,90081574,641400,Telecommunications,$ 12.69,,,
130317,90081574,642500,Other Expenses,$ 6.27,,,
130317,90081574,643000,Other Expenses Exclu,$ (193.30),,,
130317,90081574,652000,Travel Domestic,$ 31.54,,,
130317,90081574,652100,Travel Foreign,$ 251.05,,,
130317,90081574,690007,Recharge,$ 449.73,,,
130317,90081574,699999,Facilities & Admin C,$ 825.71,,,
130317,90081575,610000,Salaries & Wages,"$ 2,564.18",,,
130317,90081575,620000,Fringe Benefits,"$ 1,336.45",,,
130317,90081575,630000,Supplies & Materials,$ 43.43,,,
130317,90081575,637000,Repairs & Maintenanc,$ 1.79,,,
130317,90081575,640102,Leased Facilities Ex,$ 318.27,,,
130317,90081575,640300,Contractual Services,$ 240.73,,,
130317,90081575,641400,Telecommunications,$ 14.61,,,
130317,90081575,642500,Other Expenses,$ 7.23,,,
130317,90081575,643000,Other Expenses Exclu,$ (222.67),,,
130317,90081575,652000,Travel Domestic,$ 777.54,,,
130317,90081575,652100,Travel Foreign,$ 873.45,,,
130317,90081575,690007,Recharge,$ 595.50,,,
130317,90081575,699999,Facilities & Admin C,"$ 1,097.33",,,
130317,90081576,610000,Salaries & Wages,"$ 2,489.76",,,
130317,90081576,620000,Fringe Benefits,"$ 1,297.66",,,
130317,90081576,630000,Supplies & Materials,$ 33.23,,,
130317,90081576,637000,Repairs & Maintenanc,$ 1.67,,,
130317,90081576,640102,Leased Facilities Ex,$ 291.66,,,
130317,90081576,640300,Contractual Services,$ 597.31,,,
130317,90081576,641400,Telecommunications,$ 13.63,,,
130317,90081576,642500,Other Expenses,$ 6.74,,,
130317,90081576,643000,Other Expenses Exclu,$ (170.84),,,
130317,90081576,652000,Travel Domestic,$ 50.46,,,
130317,90081576,652100,Travel Foreign,"$ 1,062.02",,,
130317,90081576,690007,Recharge,$ 567.33,,,
130317,90081576,699999,Facilities & Admin C,"$ 1,040.37",,,
130317,90081577,610000,Salaries & Wages,"$ 2,067.76",,,
130317,90081577,620000,Fringe Benefits,"$ 1,078.39",,,
130317,90081577,630000,Supplies & Materials,$ 34.77,,,
130317,90081577,637000,Repairs & Maintenanc,$ 1.42,,,
130317,90081577,640102,Leased Facilities Ex,$ 237.43,,,
130317,90081577,640300,Contractual Services,$ 70.31,,,
130317,90081577,641400,Telecommunications,$ 11.57,,,
130317,90081577,642500,Other Expenses,$ 5.72,,,
130317,90081577,643000,Other Expenses Exclu,$ (176.30),,,
130317,90081577,652000,Travel Domestic,$ 734.00,,,
130317,90081577,652100,Travel Foreign,"$ 1,002.68",,,
130317,90081577,690007,Recharge,$ 506.77,,,
130317,90081577,699999,Facilities & Admin C,$ 937.28,,,
130317,90081578,610000,Salaries & Wages,$ 866.48,,,
130317,90081578,620000,Fringe Benefits,$ 454.98,,,
130317,90081578,630000,Supplies & Materials,$ 10.73,,,
130317,90081578,637000,Repairs & Maintenanc,$ 0.55,,,
130317,90081578,640102,Leased Facilities Ex,$ 93.55,,,
130317,90081578,640300,Contractual Services,$ 51.00,,,
130317,90081578,641400,Telecommunications,$ 4.47,,,
130317,90081578,642500,Other Expenses,$ 3.42,,,
130317,90081578,643000,Other Expenses Exclu,$ (45.46),,,
130317,90081578,652000,Travel Domestic,$ 214.61,,,
130317,90081578,652100,Travel Foreign,$ 211.02,,,
130317,90081578,690007,Recharge,$ 186.53,,,
130317,90081578,699999,Facilities & Admin C,$ 340.64,,,
130496,90081095,610000,Salaries & Wages,"$ 3,338.53",,,
130496,90081095,612000,Administrative Salar,"$ 12,118.10",,,
130496,90081095,620000,Fringe Benefits,"$ 5,255.22",,,
130496,90081095,630000,Supplies & Materials,$ 672.09,,,
130496,90081095,640300,Contractual Services,$ 81.25,,,
130496,90081095,643000,Other Expenses Exclu,$ 30.38,,,
130496,90081095,690007,Recharge,"$ 2,155.69",,,
130496,90081095,691500,Service Center,$ 61.25,,,
130496,90081095,699999,Facilities & Admin C,"$ 1,075.18",,,
130496,90081096,610000,Salaries & Wages,$ 942.41,,,
130496,90081096,620000,Fringe Benefits,$ 227.00,,,
130496,90081096,630000,Supplies & Materials,$ 23.32,,,
130496,90081096,640102,Leased Facilities Ex,$ 27.12,,,
130496,90081096,640300,Contractual Services,$ 8.93,,,
130496,90081096,641400,Telecommunications,$ 44.77,,,
130496,90081096,642500,Other Expenses,$ 4.67,,,
130496,90081096,643000,Other Expenses Exclu,$ (6.56),,,
130496,90081096,652100,Travel Foreign,$ 14.38,,,
130496,90081096,690007,Recharge,$ 128.61,,,
130496,90081096,699999,Facilities & Admin C,$ 63.29,,,
130496,90081097,610000,Salaries & Wages,$ 951.74,,,
130496,90081097,620000,Fringe Benefits,$ 288.25,,,
130496,90081097,630000,Supplies & Materials,$ 264.43,,,
130496,90081097,637000,Repairs & Maintenanc,$ 68.14,,,
130496,90081097,640102,Leased Facilities Ex,$ 32.08,,,
130496,90081097,640300,Contractual Services,$ 14.00,,,
130496,90081097,641400,Telecommunications,$ 102.89,,,
130496,90081097,642500,Other Expenses,$ 3.00,,,
130496,90081097,643000,Other Expenses Exclu,$ (10.65),,,
130496,90081097,652100,Travel Foreign,$ 8.11,,,
130496,90081097,690007,Recharge,$ 172.20,,,
130496,90081097,699999,Facilities & Admin C,$ 85.02,,,
130496,90081098,610000,Salaries & Wages,$ 496.50,,,
130496,90081098,620000,Fringe Benefits,$ 147.26,,,
130496,90081098,630000,Supplies & Materials,$ 27.03,,,
130496,90081098,637000,Repairs & Maintenanc,$ 28.09,,,
130496,90081098,640300,Contractual Services,$ 8.47,,,
130496,90081098,641400,Telecommunications,$ 48.61,,,
130496,90081098,642500,Other Expenses,$ 27.45,,,
130496,90081098,690007,Recharge,$ 78.34,,,
130496,90081098,699999,Facilities & Admin C,$ 39.12,,,
130496,90081100,610000,Salaries & Wages,$ 800.34,,,
130496,90081100,620000,Fringe Benefits,$ 160.81,,,
130496,90081100,630000,Supplies & Materials,$ 1.72,,,
130496,90081100,637000,Repairs & Maintenanc,$ 3.40,,,
130496,90081100,640300,Contractual Services,$ 31.58,,,
130496,90081100,641400,Telecommunications,$ 2.45,,,
130496,90081100,642500,Other Expenses,$ 0.03,,,
130496,90081100,643000,Other Expenses Exclu,$ (0.32),,,
130496,90081100,652100,Travel Foreign,$ 65.41,,,
130496,90081100,690007,Recharge,$ 106.54,,,
130496,90081100,699999,Facilities & Admin C,$ 53.22,,,
130496,90081101,652100,Travel Foreign,$ 558.25,,,
130496,90081101,690007,Recharge,$ 55.83,,,
130496,90081101,699999,Facilities & Admin C,$ 27.88,,,
130496,90081104,610000,Salaries & Wages,"$ 1,826.13",,,
130496,90081104,620000,Fringe Benefits,$ 625.63,,,
130496,90081104,630000,Supplies & Materials,$ 198.00,,,
130496,90081104,640102,Leased Facilities Ex,$ 606.75,,,
130496,90081104,640300,Contractual Services,$ 341.25,,,
130496,90081104,641400,Telecommunications,$ 144.75,,,
130496,90081104,642500,Other Expenses,$ 23.25,,,
130496,90081104,643000,Other Expenses Exclu,$ 5.21,,,
130496,90081104,690007,Recharge,$ 377.10,,,
130496,90081104,699999,Facilities & Admin C,$ 160.54,,,
130496,90081605,610000,Salaries & Wages,$ (319.60),,,
130496,90081605,620000,Fringe Benefits,$ (125.89),,,
130496,90081605,630000,Supplies & Materials,$ 4.20,,,
130496,90081605,637000,Repairs & Maintenanc,$ 0.02,,,
130496,90081605,640102,Leased Facilities Ex,$ 11.78,,,
130496,90081605,640300,Contractual Services,$ 1.61,,,
130496,90081605,641400,Telecommunications,$ 1.66,,,
130496,90081605,642500,Other Expenses,$ 14.57,,,
130496,90081605,652100,Travel Foreign,$ 0.57,,,
130496,90081605,690007,Recharge,$ (41.11),,,
130496,90081605,699999,Facilities & Admin C,$ (21.07),,,
130496,96020043,642400,Subaward,"$ 2,127.00",,,
130496,96020043,690007,Recharge,$ 212.70,,,
130496,96020043,699999,Facilities & Admin C,$ 106.22,,,
130504,90081128,610000,Salaries & Wages,"$ 1,392.82",,,
130504,90081128,612000,Administrative Salar,"$ 1,267.38",,,
130504,90081128,620000,Fringe Benefits,$ 904.46,,,
130504,90081128,630000,Supplies & Materials,$ 532.78,,,
130504,90081128,652100,Travel Foreign,$ 18.84,,,
130504,90081128,690007,Recharge,$ 411.62,,,
130504,90081128,699999,Facilities & Admin C,$ 205.56,,,
130504,90081129,610000,Salaries & Wages,"$ 1,593.66",,,
130504,90081129,620000,Fringe Benefits,$ 381.00,,,
130504,90081129,630000,Supplies & Materials,$ 23.08,,,
130504,90081129,640102,Leased Facilities Ex,$ 26.84,,,
130504,90081129,640300,Contractual Services,$ 8.84,,,
130504,90081129,641400,Telecommunications,$ 45.30,,,
130504,90081129,642500,Other Expenses,$ 17.84,,,
130504,90081129,643000,Other Expenses Exclu,$ (11.17),,,
130504,90081129,652100,Travel Foreign,"$ 1,311.77",,,
130504,90081129,690007,Recharge,$ 339.72,,,
130504,90081129,699999,Facilities & Admin C,$ 168.95,,,
130504,90081130,652100,Travel Foreign,$ 132.33,,,
130504,90081130,690007,Recharge,$ 13.23,,,
130504,90081130,699999,Facilities & Admin C,$ 6.61,,,
130504,90081131,610000,Salaries & Wages,"$ 3,886.22",,,
130504,90081131,620000,Fringe Benefits,"$ (1,788.35)",,,
130504,90081131,630000,Supplies & Materials,$ 247.36,,,
130504,90081131,637000,Repairs & Maintenanc,$ 97.92,,,
130504,90081131,640102,Leased Facilities Ex,"$ 2,956.93",,,
130504,90081131,640300,Contractual Services,"$ 1,617.79",,,
130504,90081131,641400,Telecommunications,$ 189.00,,,
130504,90081131,642500,Other Expenses,$ 101.03,,,
130504,90081131,643000,Other Expenses Exclu,$ (21.16),,,
130504,90081131,652000,Travel Domestic,$ 255.30,,,
130504,90081131,652100,Travel Foreign,$ (835.38),,,
130504,90081131,690007,Recharge,$ 670.66,,,
130504,90081131,699999,Facilities & Admin C,$ 201.65,,,
130504,90081132,610000,Salaries & Wages,$ 479.77,,,
130504,90081132,620000,Fringe Benefits,$ 108.93,,,
130504,90081132,630000,Supplies & Materials,$ 5.74,,,
130504,90081132,637000,Repairs & Maintenanc,$ 4.81,,,
130504,90081132,640102,Leased Facilities Ex,$ 63.96,,,
130504,90081132,640300,Contractual Services,$ 34.11,,,
130504,90081132,641400,Telecommunications,$ 14.19,,,
130504,90081132,642500,Other Expenses,$ 6.70,,,
130504,90081132,643000,Other Expenses Exclu,$ (1.74),,,
130504,90081132,652100,Travel Foreign,$ 134.72,,,
130504,90081132,690007,Recharge,$ 85.12,,,
130504,90081132,699999,Facilities & Admin C,$ 39.68,,,
130504,90081133,652100,Travel Foreign,$ 178.02,,,
130504,90081133,690007,Recharge,$ 17.80,,,
130504,90081133,699999,Facilities & Admin C,$ 8.89,,,
130504,90081134,652100,Travel Foreign,$ 171.47,,,
130504,90081134,690007,Recharge,$ 17.15,,,
130504,90081134,699999,Facilities & Admin C,$ 8.56,,,
130504,90081135,652100,Travel Foreign,$ 204.23,,,
130504,90081135,690007,Recharge,$ 20.42,,,
130504,90081135,699999,Facilities & Admin C,$ 10.20,,,
130504,90081136,630000,Supplies & Materials,$ 871.23,,,
130504,90081136,642500,Other Expenses,$ 177.63,,,
130504,90081136,643000,Other Expenses Exclu,$ (0.57),,,
130504,90081136,652000,Travel Domestic,"$ 2,642.35",,,
130504,90081136,652100,Travel Foreign,$ 262.99,,,
130504,90081136,690007,Recharge,$ 395.36,,,
130504,90081136,699999,Facilities & Admin C,$ 197.47,,,
130608,90081389,610000,Salaries & Wages,$ 56.92,,,
130608,90081389,612000,Administrative Salar,$ 25.26,,,
130608,90081389,620000,Fringe Benefits,$ 27.93,,,
130608,90081389,690007,Recharge,$ 11.01,,,
130608,90081389,699999,Facilities & Admin C,$ 20.59,,,
130608,90081390,610000,Salaries & Wages,"$ 2,455.62",,,
130608,90081390,620000,Fringe Benefits,$ 545.15,,,
130608,90081390,641400,Telecommunications,$ 81.25,,,
130608,90081390,652000,Travel Domestic,"$ 2,696.25",,,
130608,90081390,652100,Travel Foreign,$ 319.09,,,
130608,90081390,690007,Recharge,$ 609.74,,,
130608,90081390,699999,Facilities & Admin C,"$ 1,140.21",,,
130633,90081397,610000,Salaries & Wages,$ 214.90,,,
130633,90081397,612000,Administrative Salar,$ 293.27,,,
130633,90081397,620000,Fringe Benefits,$ 172.77,,,
130633,90081397,690007,Recharge,$ 68.10,,,
130633,90081397,699999,Facilities & Admin C,$ 37.45,,,
130633,90081398,610000,Salaries & Wages,$ 896.89,,,
130633,90081398,620000,Fringe Benefits,$ 200.40,,,
130633,90081398,630000,Supplies & Materials,$ 11.45,,,
130633,90081398,637000,Repairs & Maintenanc,$ 9.62,,,
130633,90081398,640102,Leased Facilities Ex,$ 127.91,,,
130633,90081398,640300,Contractual Services,$ 113.82,,,
130633,90081398,641400,Telecommunications,$ 28.38,,,
130633,90081398,642500,Other Expenses,$ 13.40,,,
130633,90081398,643000,Other Expenses Exclu,$ (3.29),,,
130633,90081398,652000,Travel Domestic,$ 220.01,,,
130633,90081398,652100,Travel Foreign,$ 136.74,,,
130633,90081398,690007,Recharge,$ 175.54,,,
130633,90081398,699999,Facilities & Admin C,$ 90.31,,,
130797,90081561,610000,Salaries & Wages,"$ 2,247.55",,,
130797,90081561,620000,Fringe Benefits,$ 411.52,,,
130797,90081561,630000,Supplies & Materials,$ 57.85,,,
130797,90081561,637000,Repairs & Maintenanc,$ 13.77,,,
130797,90081561,640300,Contractual Services,$ 663.82,,,
130797,90081561,641400,Telecommunications,$ 10.78,,,
130797,90081561,642500,Other Expenses,$ 0.13,,,
130797,90081561,643000,Other Expenses Exclu,$ (1.50),,,
130797,90081561,652100,Travel Foreign,$ 740.70,,,
130797,90081561,690007,Recharge,$ 414.46,,,
130797,90081561,699999,Facilities & Admin C,$ 684.09,,,
130813,90081599,610000,Salaries & Wages,$ 508.54,,,
130813,90081599,612000,Administrative Salar,$ 335.54,,,
130813,90081599,620000,Fringe Benefits,$ 286.99,,,
130813,90081599,690007,Recharge,$ 113.11,,,
130813,90081599,699999,Facilities & Admin C,$ 87.10,,,
130813,90081600,610000,Salaries & Wages,"$ 5,223.12",,,
130813,90081600,620000,Fringe Benefits,$ 941.87,,,
130813,90081600,630000,Supplies & Materials,$ 19.55,,,
130813,90081600,637000,Repairs & Maintenanc,$ 13.90,,,
130813,90081600,640300,Contractual Services,$ 578.25,,,
130813,90081600,641400,Telecommunications,$ 8.19,,,
130813,90081600,642500,Other Expenses,$ 2.43,,,
130813,90081600,643000,Other Expenses Exclu,$ (1.39),,,
130813,90081600,652000,Travel Domestic,$ 15.49,,,
130813,90081600,652100,Travel Foreign,"$ 1,380.06",,,
130813,90081600,690007,Recharge,$ 818.15,,,
130813,90081600,699999,Facilities & Admin C,$ 630.08,,,
130816,90081603,652100,Travel Foreign,"$ 1,027.66",,,
130816,90081603,690007,Recharge,$ 102.77,,,
130816,90081603,699999,Facilities & Admin C,$ 192.18,,,
130816,90081604,610000,Salaries & Wages,$ 727.84,,,
130816,90081604,620000,Fringe Benefits,$ 221.21,,,
130816,90081604,690007,Recharge,$ 94.90,,,
130816,90081604,699999,Facilities & Admin C,$ 177.47,,,
130816,90081665,630000,Supplies & Materials,$ 35.13,,,
130816,90081665,641400,Telecommunications,$ 17.66,,,
130816,90081665,642500,Other Expenses,$ 12.21,,,
130816,90081665,643000,Other Expenses Exclu,$ (19.69),,,
130816,90081665,652000,Travel Domestic,$ 13.14,,,
130816,90081665,652100,Travel Foreign,$ 2.70,,,
130816,90081665,690007,Recharge,$ 6.11,,,
130816,90081665,699999,Facilities & Admin C,$ 14.78,,,
130816,90081667,610000,Salaries & Wages,$ 681.87,,,
130816,90081667,620000,Fringe Benefits,$ 151.38,,,
130816,90081667,690007,Recharge,$ 83.33,,,
130816,90081667,699999,Facilities & Admin C,$ 155.82,,,
130816,90081668,610000,Salaries & Wages,"$ 1,572.44",,,
130816,90081668,620000,Fringe Benefits,$ 515.29,,,
130816,90081668,690007,Recharge,$ 208.78,,,
130816,90081668,699999,Facilities & Admin C,$ 390.41,,,
130816,90081669,652000,Travel Domestic,"$ 1,248.94",,,
130816,90081669,652100,Travel Foreign,$ 443.04,,,
130816,90081669,690007,Recharge,$ 169.20,,,
130816,90081669,699999,Facilities & Admin C,$ 316.40,,,
130816,90081670,610000,Salaries & Wages,"$ 1,339.70",,,
130816,90081670,620000,Fringe Benefits,$ 698.25,,,
130816,90081670,690007,Recharge,$ 203.80,,,
130816,90081670,699999,Facilities & Admin C,$ 381.10,,,
130816,90081671,630000,Supplies & Materials,$ 4.15,,,
130816,90081671,637000,Repairs & Maintenanc,$ 0.33,,,
130816,90081671,640102,Leased Facilities Ex,$ 23.69,,,
130816,90081671,640300,Contractual Services,$ 1.71,,,
130816,90081671,641400,Telecommunications,$ 2.66,,,
130816,90081671,642500,Other Expenses,$ 1.31,,,
130816,90081671,643000,Other Expenses Exclu,$ (40.50),,,
130816,90081671,652000,Travel Domestic,$ 78.05,,,
130816,90081671,652100,Travel Foreign,$ 44.00,,,
130816,90081671,690007,Recharge,$ 11.54,,,
130816,90081671,699999,Facilities & Admin C,$ 24.43,,,
130816,90081967,612000,Administrative Salar,$ (31.25),,,
130816,90081967,620000,Fringe Benefits,$ (10.63),,,
130816,90081967,690007,Recharge,$ (4.19),,,
130816,90081967,699999,Facilities & Admin C,$ (7.83),,,
130816,90081968,641400,Telecommunications,$ 2.19,,,
130816,90081968,652100,Travel Foreign,$ 2.98,,,
130816,90081968,690007,Recharge,$ 0.52,,,
130816,90081968,699999,Facilities & Admin C,$ 0.97,,,
130816,90081971,610000,Salaries & Wages,$ 147.34,,,
130816,90081971,620000,Fringe Benefits,$ 47.88,,,
130816,90081971,690007,Recharge,$ 19.52,,,
130816,90081971,699999,Facilities & Admin C,$ 36.51,,,
130816,90081973,610000,Salaries & Wages,$ 50.50,,,
130816,90081973,620000,Fringe Benefits,$ 17.17,,,
130816,90081973,690007,Recharge,$ 6.77,,,
130816,90081973,699999,Facilities & Admin C,$ 12.66,,,
130838,90081614,610000,Salaries & Wages,$ 40.48,,,
130838,90081614,612000,Administrative Salar,$ 295.16,,,
130838,90081614,620000,Fringe Benefits,$ 114.12,,,
130838,90081614,641400,Telecommunications,$ 3.44,,,
130838,90081614,643000,Other Expenses Exclu,$ 6.36,,,
130838,90081614,652000,Travel Domestic,$ 37.98,,,
130838,90081614,652100,Travel Foreign,$ 148.36,,,
