Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
130797,90081561,641400,Telecommunications,$ 12.73
130797,90081561,642500,Other Expenses,$ 49.28
130797,90081561,643000,Other Expenses Exclu,$ 38.79
130797,90081561,652100,Travel Foreign,"$ 1,476.68"
130797,90081561,690007,Recharge,$ 876.01
130797,90081561,699999,Facilities & Admin C,"$ 1,408.39"
130813,90081599,610000,Salaries & Wages,$ 508.54
130813,90081599,612000,Administrative Salar,$ 616.04
130813,90081599,620000,Fringe Benefits,$ 382.37
130813,90081599,690007,Recharge,$ 150.71
130813,90081599,699999,Facilities & Admin C,$ 116.06
130813,90081600,610000,Salaries & Wages,"$ 10,229.58"
130813,90081600,620000,Fringe Benefits,"$ 1,826.02"
130813,90081600,630000,Supplies & Materials,$ 20.69
130813,90081600,637000,Repairs & Maintenanc,$ 19.05
130813,90081600,640102,Leased Facilities Ex,$ 202.30
130813,90081600,640300,Contractual Services,$ 800.64
130813,90081600,641400,Telecommunications,$ 10.25
130813,90081600,642500,Other Expenses,$ 22.49
130813,90081600,643000,Other Expenses Exclu,$ 35.90
130813,90081600,652000,Travel Domestic,$ 15.49
130813,90081600,652100,Travel Foreign,"$ 3,334.90"
130813,90081600,690007,Recharge,"$ 1,651.74"
130813,90081600,699999,Facilities & Admin C,"$ 1,255.16"
130816,90081603,652100,Travel Foreign,"$ 1,027.66"
130816,90081603,690007,Recharge,$ 102.77
130816,90081603,699999,Facilities & Admin C,$ 192.18
130816,90081604,610000,Salaries & Wages,$ 727.84
130816,90081604,620000,Fringe Benefits,$ 221.21
130816,90081604,690007,Recharge,$ 94.90
130816,90081604,699999,Facilities & Admin C,$ 177.47
130816,90081665,630000,Supplies & Materials,$ 35.13
130816,90081665,641400,Telecommunications,$ 17.66
130816,90081665,642500,Other Expenses,$ 12.21
130816,90081665,643000,Other Expenses Exclu,$ (19.69)
130816,90081665,652000,Travel Domestic,$ 13.14
130816,90081665,652100,Travel Foreign,$ 2.70
130816,90081665,690007,Recharge,$ 6.11
130816,90081665,699999,Facilities & Admin C,$ 14.78
130816,90081667,610000,Salaries & Wages,$ 681.87
130816,90081667,620000,Fringe Benefits,$ 151.38
130816,90081667,690007,Recharge,$ 83.33
130816,90081667,699999,Facilities & Admin C,$ 155.82
130816,90081668,610000,Salaries & Wages,"$ 2,631.53"
130816,90081668,620000,Fringe Benefits,$ 862.36
130816,90081668,690007,Recharge,$ 349.39
130816,90081668,699999,Facilities & Admin C,$ 653.36
130816,90081669,652000,Travel Domestic,"$ 1,281.53"
130816,90081669,652100,Travel Foreign,$ 513.08
130816,90081669,690007,Recharge,$ 179.46
130816,90081669,699999,Facilities & Admin C,$ 335.60
130816,90081670,610000,Salaries & Wages,"$ 1,805.49"
130816,90081670,620000,Fringe Benefits,$ 941.01
130816,90081670,690007,Recharge,$ 274.65
130816,90081670,699999,Facilities & Admin C,$ 513.59
130816,90081671,630000,Supplies & Materials,$ 9.77
130816,90081671,637000,Repairs & Maintenanc,$ 0.33
130816,90081671,640102,Leased Facilities Ex,$ 23.69
130816,90081671,640300,Contractual Services,$ 10.26
130816,90081671,641400,Telecommunications,$ 4.66
130816,90081671,642500,Other Expenses,$ 187.18
130816,90081671,643000,Other Expenses Exclu,$ (40.50)
130816,90081671,652000,Travel Domestic,$ 78.05
130816,90081671,652100,Travel Foreign,$ 65.81
130816,90081671,690007,Recharge,$ 33.93
130816,90081671,699999,Facilities & Admin C,$ 66.29
130816,90081967,690007,Recharge,$ 0.00
130816,90081967,699999,Facilities & Admin C,$ (0.00)
130816,90081968,641400,Telecommunications,$ 2.19
130816,90081968,652100,Travel Foreign,$ 2.98
130816,90081968,690007,Recharge,$ 0.52
130816,90081968,699999,Facilities & Admin C,$ 0.97
130816,90081971,610000,Salaries & Wages,$ 147.34
130816,90081971,620000,Fringe Benefits,$ 47.88
130816,90081971,690007,Recharge,$ 19.52
130816,90081971,699999,Facilities & Admin C,$ 36.51
130816,90081973,610000,Salaries & Wages,$ 197.34
130816,90081973,620000,Fringe Benefits,$ 67.10
130816,90081973,690007,Recharge,$ 26.45
130816,90081973,699999,Facilities & Admin C,$ 49.45
130838,90081614,610000,Salaries & Wages,$ 394.97
130838,90081614,612000,Administrative Salar,"$ 2,233.15"
130838,90081614,620000,Fringe Benefits,$ 903.33
130838,90081614,630000,Supplies & Materials,$ 36.45
130838,90081614,640300,Contractual Services,$ 240.72
130838,90081614,641400,Telecommunications,$ 23.28
130838,90081614,642500,Other Expenses,$ 383.15
130838,90081614,643000,Other Expenses Exclu,$ 6.36
130838,90081614,652000,Travel Domestic,"$ 1,467.57"
130838,90081614,652100,Travel Foreign,$ 850.78
130838,90081614,690007,Recharge,$ 654.00
130838,90081614,699999,Facilities & Admin C,"$ 1,078.10"
130923,90081846,610000,Salaries & Wages,"$ 6,215.33"
130923,90081846,612000,Administrative Salar,$ 258.02
130923,90081846,620000,Fringe Benefits,"$ 2,089.20"
130923,90081846,652100,Travel Foreign,$ 44.70
130923,90081846,690007,Recharge,$ 516.44
130923,90081847,610000,Salaries & Wages,"$ 15,285.28"
130923,90081847,620000,Fringe Benefits,"$ 3,204.38"
130923,90081847,630000,Supplies & Materials,$ 287.77
130923,90081847,637000,Repairs & Maintenanc,$ 51.11
130923,90081847,640102,Leased Facilities Ex,"$ 2,137.68"
130923,90081847,640300,Contractual Services,$ 125.84
130923,90081847,641400,Telecommunications,$ 408.59
130923,90081847,642500,Other Expenses,$ 527.43
130923,90081847,652000,Travel Domestic,$ 803.04
130923,90081847,652100,Travel Foreign,"$ 1,199.13"
130923,90081847,690007,Recharge,"$ 1,441.82"
130947,90081855,610000,Salaries & Wages,"$ 2,010.11"
130947,90081855,620000,Fringe Benefits,$ 480.24
130947,90081855,630000,Supplies & Materials,$ 6.94
130947,90081855,637000,Repairs & Maintenanc,$ 0.53
130947,90081855,640102,Leased Facilities Ex,$ 68.93
130947,90081855,640300,Contractual Services,$ 3.95
130947,90081855,641400,Telecommunications,$ 15.61
130947,90081855,642500,Other Expenses,$ 28.26
130947,90081855,643000,Other Expenses Exclu,$ (1.85)
130947,90081855,652100,Travel Foreign,$ 4.80
130947,90081855,690007,Recharge,$ 261.75
130947,90081855,699999,Facilities & Admin C,$ 478.07
130947,90081856,690007,Recharge,$ 5.53
130947,90081856,691500,Service Center,$ 55.25
130947,90081856,699999,Facilities & Admin C,$ 10.33
130969,90081912,610000,Salaries & Wages,"$ 3,143.14"
130969,90081912,620000,Fringe Benefits,$ 956.93
130969,90081912,652100,Travel Foreign,$ 103.87
130969,90081912,690007,Recharge,$ 420.40
130969,90081913,610000,Salaries & Wages,"$ 8,303.46"
130969,90081913,620000,Fringe Benefits,"$ 2,316.05"
130969,90081913,630000,Supplies & Materials,$ 80.89
130969,90081913,637000,Repairs & Maintenanc,$ 9.59
130969,90081913,640102,Leased Facilities Ex,$ 497.48
130969,90081913,640300,Contractual Services,$ 30.52
130969,90081913,641400,Telecommunications,$ 130.55
130969,90081913,642500,Other Expenses,$ 119.24
130969,90081913,643000,Other Expenses Exclu,$ 43.07
130969,90081913,652100,Travel Foreign,$ 140.53
130969,90081913,690007,Recharge,"$ 1,167.14"
131006,90082010,612000,Administrative Salar,$ 235.04
131006,90082010,620000,Fringe Benefits,$ 79.92
131006,90082010,643000,Other Expenses Exclu,"$ 1,133.00"
131006,90082010,690007,Recharge,$ 144.80
131006,90082010,699999,Facilities & Admin C,$ 78.16
131006,90082011,610000,Salaries & Wages,"$ 1,980.22"
131006,90082011,620000,Fringe Benefits,$ 638.69
131006,90082011,630000,Supplies & Materials,$ 183.75
131006,90082011,642500,Other Expenses,$ 36.78
131006,90082011,652000,Travel Domestic,$ 52.21
131006,90082011,652100,Travel Foreign,$ 1.42
131006,90082011,690007,Recharge,$ 289.31
131006,90082011,699999,Facilities & Admin C,$ 541.00
131011,90081975,610000,Salaries & Wages,"$ 4,337.03"
131011,90081975,620000,Fringe Benefits,"$ 1,424.82"
131011,90081975,630000,Supplies & Materials,$ 7.24
131011,90081975,637000,Repairs & Maintenanc,$ 0.33
131011,90081975,640102,Leased Facilities Ex,$ 14.45
131011,90081975,640300,Contractual Services,$ 100.85
131011,90081975,641400,Telecommunications,$ 2.53
131011,90081975,642500,Other Expenses,$ 22.24
131011,90081975,643000,Other Expenses Exclu,$ 0.02
131011,90081975,652000,Travel Domestic,$ 526.25
131011,90081975,652100,Travel Foreign,$ 196.82
131011,90081975,690007,Recharge,$ 663.28
131011,90081975,699999,Facilities & Admin C,"$ 1,237.84"
131012,90081977,610000,Salaries & Wages,"$ 1,281.88"
131012,90081977,620000,Fringe Benefits,$ 504.93
131012,90081977,630000,Supplies & Materials,$ 28.99
131012,90081977,640300,Contractual Services,$ 92.79
131012,90081977,642500,Other Expenses,$ 993.31
131012,90081977,643000,Other Expenses Exclu,$ 1.96
131012,90081977,652000,Travel Domestic,"$ 11,670.14"
131012,90081977,652100,Travel Foreign,$ 499.33
131012,90081977,690007,Recharge,"$ 1,507.34"
131012,90081977,699999,Facilities & Admin C,"$ 2,818.37"
131089,90082114,610000,Salaries & Wages,"$ 14,555.78"
131089,90082114,612000,Administrative Salar,$ 103.19
131089,90082114,620000,Fringe Benefits,"$ 4,570.99"
131089,90082114,642500,Other Expenses,"$ 2,200.00"
131089,90082114,690007,Recharge,"$ 1,285.80"
131089,90082115,610000,Salaries & Wages,"$ 11,562.28"
131089,90082115,620000,Fringe Benefits,"$ 2,214.05"
131089,90082115,630000,Supplies & Materials,$ 155.74
131089,90082115,637000,Repairs & Maintenanc,$ 8.18
131089,90082115,640102,Leased Facilities Ex,"$ 7,865.50"
131089,90082115,640300,Contractual Services,$ 953.17
131089,90082115,641400,Telecommunications,$ 681.19
131089,90082115,642500,Other Expenses,$ 45.75
131089,90082115,643000,Other Expenses Exclu,$ 0.00
131089,90082115,652100,Travel Foreign,$ 532.26
131089,90082115,690007,Recharge,"$ 1,441.09"
131217,90082405,610000,Salaries & Wages,$ 625.62
131217,90082405,620000,Fringe Benefits,$ 212.71
131217,90082405,652000,Travel Domestic,$ 9.54
131217,90082405,690007,Recharge,$ 84.79
131217,90082405,699999,Facilities & Admin C,$ 158.55
131217,90082406,610000,Salaries & Wages,"$ 9,303.11"
131217,90082406,620000,Fringe Benefits,"$ 2,153.68"
131217,90082406,640102,Leased Facilities Ex,$ 11.51
131217,90082406,640300,Contractual Services,$ 4.17
131217,90082406,641400,Telecommunications,$ 4.51
131217,90082406,642500,Other Expenses,$ 8.46
131217,90082406,652100,Travel Foreign,$ 101.33
131217,90082406,690007,Recharge,"$ 1,158.68"
131217,90082406,699999,Facilities & Admin C,"$ 2,164.77"
131270,90082399,610000,Salaries & Wages,"$ 4,616.72"
131270,90082399,620000,Fringe Benefits,"$ 1,057.24"
131270,90082399,630000,Supplies & Materials,$ 6.10
131270,90082399,640102,Leased Facilities Ex,$ 34.85
131270,90082399,640300,Contractual Services,$ 195.23
131270,90082399,641400,Telecommunications,$ 8.30
131270,90082399,642500,Other Expenses,$ 3.45
131270,90082399,643000,Other Expenses Exclu,$ (34.31)
131270,90082399,652000,Travel Domestic,"$ 1,299.32"
131270,90082399,652100,Travel Foreign,$ 274.46
131270,90082399,690007,Recharge,$ 746.14
131270,90082399,699999,Facilities & Admin C,"$ 1,395.18"
131310,90082462,610000,Salaries & Wages,"$ 21,987.19"
131310,90082462,620000,Fringe Benefits,"$ 7,095.64"
131310,90082462,630000,Supplies & Materials,"$ 1,040.72"
131310,90082462,637000,Repairs & Maintenanc,$ 72.13
131310,90082462,640102,Leased Facilities Ex,"$ 2,371.08"
131310,90082462,640300,Contractual Services,"$ 3,262.06"
131310,90082462,641400,Telecommunications,$ 611.77
131310,90082462,642500,Other Expenses,$ 877.69
131310,90082462,643000,Other Expenses Exclu,$ (588.92)
131310,90082462,652000,Travel Domestic,$ 361.00
131310,90082462,652100,Travel Foreign,"$ 1,658.32"
131310,90082462,690007,Recharge,"$ 3,874.87"
131310,90082462,699999,Facilities & Admin C,"$ 6,943.02"
131345,90082523,642500,Other Expenses,$ 307.86
131345,90082523,652100,Travel Foreign,"$ 1,607.63"
131345,90082523,690007,Recharge,$ 191.55
131345,90082523,699999,Facilities & Admin C,$ 95.66
131345,90082524,610000,Salaries & Wages,$ 788.30
131345,90082524,620000,Fringe Benefits,$ 158.68
131345,90082524,642500,Other Expenses,"$ 8,346.78"
131345,90082524,690007,Recharge,$ 929.38
131345,90082524,699999,Facilities & Admin C,$ 464.13
131415,90082666,610000,Salaries & Wages,"$ 4,177.67"
131415,90082666,620000,Fringe Benefits,"$ 1,420.41"
131415,90082666,652000,Travel Domestic,$ 14.39
131415,90082666,690007,Recharge,$ 561.25
131415,90082666,699999,Facilities & Admin C,"$ 1,049.53"
131498,90082870,610000,Salaries & Wages,$ 204.10
131498,90082870,620000,Fringe Benefits,$ 56.75
131498,90082870,690007,Recharge,$ 26.09
131498,90082870,699999,Facilities & Admin C,$ 20.09
131645,90083021,652000,Travel Domestic,$ 8.00
131645,90083021,690007,Recharge,$ 0.80
131645,90083021,699999,Facilities & Admin C,$ 1.50
907951,98012314,690000,Cost Overrun,"$ (4,547.88)"
907951,98017741,690000,Cost Overrun,"$ 4,547.88"
115860,90072173,610000,Salaries & Wages,"$ 1,892.11"
115860,90072173,620000,Fringe Benefits,$ 554.92
115860,90072173,699999,Facilities & Admin C,$ 460.04
117011,90067944,640300,Contractual Services,"$ 20,086.77"
117011,90069105,691500,Service Center,"$ 1,563.09"
117011,90069105,699999,Facilities & Admin C,$ 562.71
117011,90072156,610000,Salaries & Wages,"$ 10,013.37"
117011,90072156,620000,Fringe Benefits,"$ 3,404.56"
117011,90072156,630000,Supplies & Materials,$ 44.29
117011,90072156,652100,Travel Foreign,"$ 2,022.74"
117011,90072156,699999,Facilities & Admin C,"$ 3,251.83"
117011,90072159,610000,Salaries & Wages,"$ 2,563.35"
117011,90072159,612000,Administrative Salar,"$ 1,036.87"
117011,90072159,620000,Fringe Benefits,"$ 1,060.89"
117011,90072159,640300,Contractual Services,$ 26.00
117011,90072159,642500,Other Expenses,$ 6.88
117011,90072159,652100,Travel Foreign,$ 285.90
117011,90072159,699999,Facilities & Admin C,"$ 1,045.77"
117011,90073894,652100,Travel Foreign,$ (198.30)
117011,90073894,699999,Facilities & Admin C,$ (41.64)
120889,90078218,699999,Facilities & Admin C,$ 223.47
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
